Age,Education Level,SACCO Membership,Farming Experience,Marital Status,Annual Income,Loan Amount,Loan-To-Income Ratio,Debt-To-Income Ratio,Repayment History,Savings Contributions,Savings-To-Income Ratio,Loan Purpose,SACCO Contribution Frequency,Timeliness of Contributions,Borrower-Requested Loan Adjustments,Weather Risks,Pest Outbreaks,Inflation Rate,Farm Size,Crop Type,Crop Diversification,Irrigation Access,Annual Yield,Historical Yield Trends,Soil Quality,Livestock Ownership,Use of Technology,Farm Input Usage,Average Selling Price,Contracts with Buyers,Storage Availability
42,Secondary,Yes,40,Divorced,924610,2565697,2.7748964428245424,0.10766043105096475,Fair,20521,0.022194222428915975,Harvesting Costs,Quarterly,On-time,Yes,High,No,3.2149341894149415,12,HA - Tomatoes/Dry_Onions/Cabbages/Watermelon,Yes,Seasonal,80,Decreasing,Poor,Yes,High,Mixed,157,No,No
35,Primary,No,36,Divorced,967948,1928655,1.992519226239426,0.9719776897786181,Good,148223,0.1531311599383438,Debt_consolidation,Quarterly,Delayed,No,High,No,4.5848909786469765,3,NHA - DryMaize/Wheat/IrishPotatoes,No,Seasonal,28,Stable,Moderate,No,Low,Mixed,445,No,Yes
55,Primary,Yes,0,Married,886718,3905517,4.404463425801664,0.7218043528805145,Good,127152,0.14339620939238856,Farm Expansion,Semi-Annually,On-time,No,Moderate,Yes,3.669743277838157,55,HB-Apples/Mangoes/Oranges/Garlic,Yes,No_Irrigation,5,Decreasing,Poor,Yes,Medium,Chemical,485,No,No
43,Higher Education,Yes,11,Single,493933,4338012,8.78259197097582,0.18947475492526755,Poor,166248,0.3365800624781094,Personal Use,Annually,On-time,No,Moderate,No,6.287615633631476,6,Others,Yes,Seasonal,86,Increasing,Moderate,No,High,Mixed,156,Yes,Yes
31,Primary,Yes,34,Widowed,1656194,2994630,1.808139626154907,0.360798288328521,Fair,100415,0.06062997450781732,Personal Use,Monthly,On-time,No,High,No,5.8021144912714515,18,Others,Yes,No_Irrigation,54,Decreasing,Poor,Yes,Low,Chemical,284,No,Yes
26,None,Yes,5,Married,685489,1403518,2.047469762461542,0.5851661920902239,Fair,103181,0.15052174433141888,Debt_consolidation,Quarterly,Delayed,Yes,Low,Yes,6.532310389276541,79,NHA - DryMaize/Wheat/IrishPotatoes,Yes,No_Irrigation,24,Decreasing,Good,No,Low,Chemical,182,No,Yes
27,None,Yes,16,Married,1751580,2076358,1.1854200207812375,0.7517330635635175,Good,153943,0.0878880781922607,Personal Use,Monthly,On-time,Yes,High,Yes,6.866300427696656,6,HC-Kales/Grapes,No,No_Irrigation,23,Increasing,Poor,Yes,Medium,Organic,207,Yes,No
38,None,Yes,8,Widowed,226800,3105394,13.692213403880071,0.4499806873681611,Poor,93607,0.4127292768959436,Machinery Purchase,Quarterly,On-time,No,Low,No,6.098990456769995,79,Others,Yes,Seasonal,93,Stable,Moderate,No,Low,Chemical,366,Yes,No
69,Higher Education,No,1,Single,445945,1082307,2.4269966027200662,0.30437557386217257,Fair,28034,0.06286425456053998,Debt_consolidation,Monthly,On-time,No,High,No,6.976932332883049,82,HB-Apples/Mangoes/Oranges/Garlic,Yes,No_Irrigation,44,Stable,Good,No,High,Chemical,478,Yes,No
34,Higher Education,No,17,Divorced,1493600,2349479,1.5730309319764328,0.5093738916542605,Good,54977,0.03680838243170862,Harvesting Costs,Semi-Annually,On-time,No,Moderate,No,5.459079544577195,31,HA - Tomatoes/Dry_Onions/Cabbages/Watermelon,No,Seasonal,7,Decreasing,Good,Yes,High,Mixed,52,No,No
69,Primary,No,48,Divorced,621784,3747276,6.0266523422925005,0.9748742567737821,Good,114798,0.18462681574308762,Harvesting Costs,Semi-Annually,On-time,Yes,Low,No,3.1485184155657913,99,HC-Kales/Grapes,No,Seasonal,14,Stable,Good,Yes,High,Chemical,119,No,Yes
23,Secondary,No,35,Widowed,1678083,1193193,0.7110452820271703,0.8504364108032978,Good,179392,0.10690293626715723,Harvesting Costs,Monthly,On-time,Yes,Low,No,3.0570060606011835,4,HA - Tomatoes/Dry_Onions/Cabbages/Watermelon,No,Seasonal,78,Stable,Good,Yes,High,Mixed,97,No,Yes
33,Primary,Yes,27,Divorced,143245,4141054,28.908890362665364,0.923311594241742,Poor,51679,0.36077349994764213,Machinery Purchase,Semi-Annually,Delayed,No,High,Yes,4.368415500815155,1,Others,No,Seasonal,18,Increasing,Good,Yes,Low,Chemical,254,Yes,Yes
65,Higher Education,Yes,40,Widowed,1133466,60738,0.053586080217668634,0.7005563596400185,Fair,60855,0.05368930342859865,Farm Inputs,Monthly,Delayed,No,High,No,6.2938868762701485,94,Others,Yes,No_Irrigation,41,Stable,Good,No,High,Chemical,195,Yes,No
18,Primary,Yes,36,Widowed,752000,697019,0.9268869680851064,0.49659948373072427,Fair,92237,0.12265558510638298,Machinery Purchase,Semi-Annually,On-time,No,Low,Yes,6.4645388252989235,45,Others,Yes,No_Irrigation,95,Stable,Good,Yes,Medium,Mixed,129,Yes,No
36,Higher Education,No,48,Widowed,934378,849342,0.9089918641063895,0.7165827919455354,Good,84241,0.09015730250498193,Farm Expansion,Semi-Annually,On-time,No,Moderate,Yes,6.8432501152907115,45,NHA - DryMaize/Wheat/IrishPotatoes,No,Seasonal,69,Decreasing,Poor,No,Low,Organic,234,No,Yes
53,None,Yes,25,Divorced,486315,3234192,6.650405601307794,0.68373847753233,Good,191353,0.393475422308586,Farm Expansion,Monthly,On-time,Yes,Low,No,3.2604858741952736,62,NHA - DryMaize/Wheat/IrishPotatoes,Yes,No_Irrigation,19,Stable,Good,Yes,Low,Chemical,91,Yes,Yes
42,None,Yes,3,Married,756168,1888412,2.4973445054538144,0.12619001278099518,Good,132024,0.17459612149681022,Farm Expansion,Quarterly,On-time,No,Low,Yes,3.1782844439506563,1,NHA - DryMaize/Wheat/IrishPotatoes,Yes,Seasonal,3,Stable,Good,No,Low,Chemical,458,Yes,Yes
67,Higher Education,Yes,39,Divorced,623496,2682265,4.301976275709868,0.9275782919490235,Fair,37720,0.06049758137983243,Farm Inputs,Quarterly,On-time,Yes,Moderate,No,6.653134385468135,18,NHB - DryPeas/Rice,No,No_Irrigation,28,Decreasing,Good,Yes,High,Mixed,263,Yes,No
69,Primary,Yes,35,Divorced,1644625,167508,0.10185178992171467,0.5882113024430876,Fair,102419,0.062274986699095536,Farm Expansion,Annually,On-time,No,Moderate,Yes,4.220186793451447,30,NHB - DryPeas/Rice,No,No_Irrigation,9,Decreasing,Poor,Yes,Low,Mixed,154,Yes,No
47,Secondary,No,30,Widowed,618704,363095,0.5868638314929272,0.9920274858769561,Good,53677,0.08675715689570457,Machinery Purchase,Annually,On-time,Yes,High,Yes,5.231949602438531,92,NHB - DryPeas/Rice,No,No_Irrigation,80,Decreasing,Moderate,Yes,High,Organic,53,Yes,Yes
37,None,No,29,Divorced,405973,1373124,3.3823037492641137,0.4447926023942289,Fair,120158,0.29597534811428344,Farm Expansion,Quarterly,On-time,Yes,High,Yes,6.92977953200284,35,HB-Apples/Mangoes/Oranges/Garlic,No,Seasonal,52,Stable,Poor,Yes,High,Organic,238,Yes,Yes
37,Secondary,No,49,Widowed,415336,518528,1.2484542635360287,0.8260023927822497,Good,3963,0.009541672284608125,Personal Use,Monthly,On-time,No,High,Yes,4.601794138943694,60,NHB - DryPeas/Rice,Yes,No_Irrigation,88,Stable,Moderate,Yes,Low,Organic,352,No,No
32,Higher Education,Yes,33,Widowed,33842,1924029,56.85328881271793,0.5149061464144554,Good,47870,1.4145145085987825,Debt_consolidation,Annually,On-time,No,Moderate,Yes,5.6634855932393595,22,Livestock- Dairy/Poultry,Yes,Seasonal,48,Stable,Poor,Yes,Low,Chemical,418,Yes,Yes
57,Higher Education,Yes,18,Divorced,1259231,2943778,2.337758520875042,0.8441417922770336,Good,192853,0.1531514074859974,Debt_consolidation,Quarterly,Delayed,No,Low,Yes,4.603518254527941,64,Livestock- Dairy/Poultry,Yes,No_Irrigation,64,Stable,Good,No,High,Chemical,209,Yes,No
50,Secondary,Yes,17,Divorced,1442252,1535361,1.0645580661354603,0.5852064114880949,Good,41843,0.029012266927000274,Machinery Purchase,Semi-Annually,On-time,No,Moderate,No,6.072778657851119,95,NHA - DryMaize/Wheat/IrishPotatoes,Yes,Seasonal,31,Stable,Good,Yes,Low,Mixed,357,Yes,No
19,Higher Education,Yes,29,Widowed,1504254,487681,0.3242012319727918,0.8985383555163793,Good,130547,0.0867852104764222,Harvesting Costs,Quarterly,Delayed,Yes,High,Yes,5.110858902291463,18,NHA - DryMaize/Wheat/IrishPotatoes,Yes,Seasonal,14,Stable,Good,No,Low,Mixed,147,Yes,Yes
27,Primary,No,20,Single,1000885,529214,0.5287460597371326,0.8920961771677699,Fair,147337,0.14720672205098487,Machinery Purchase,Annually,On-time,No,Low,Yes,3.950092551945399,39,HA - Tomatoes/Dry_Onions/Cabbages/Watermelon,Yes,No_Irrigation,93,Decreasing,Poor,Yes,High,Mixed,225,Yes,Yes
50,Primary,No,2,Married,271291,3299437,12.161984732261667,0.39547297746028987,Good,25455,0.09382913550394226,Machinery Purchase,Semi-Annually,On-time,No,High,Yes,4.085224405033864,80,HC-Kales/Grapes,Yes,Seasonal,47,Decreasing,Good,Yes,High,Organic,317,No,No
49,Primary,Yes,5,Divorced,1306083,4887891,3.742404579188306,0.46398244859667204,Fair,158815,0.12159640696647916,Farm Expansion,Quarterly,On-time,No,Low,Yes,4.0322368501536285,2,HC-Kales/Grapes,Yes,Seasonal,15,Stable,Good,No,Low,Organic,409,Yes,Yes
28,Higher Education,No,37,Widowed,184936,3335066,18.03362244235844,0.590182621662372,Fair,26136,0.14132456633646234,Machinery Purchase,Quarterly,Delayed,Yes,Moderate,Yes,5.129281313034243,16,HB-Apples/Mangoes/Oranges/Garlic,Yes,No_Irrigation,47,Increasing,Good,Yes,High,Organic,368,Yes,No
41,Secondary,Yes,12,Divorced,468310,1580346,3.3745723986248426,0.6595236096713594,Good,77999,0.16655420554760736,Machinery Purchase,Monthly,On-time,No,High,No,5.812756064062658,87,HC-Kales/Grapes,No,No_Irrigation,46,Decreasing,Good,Yes,High,Chemical,186,Yes,Yes
53,None,No,44,Married,1394084,1732753,1.242932993994623,0.441420470402488,Good,177367,0.12722834492039217,Farm Expansion,Semi-Annually,Delayed,Yes,Moderate,Yes,6.797119600172568,18,Others,Yes,Seasonal,98,Stable,Poor,Yes,Medium,Chemical,240,Yes,Yes
29,None,No,2,Divorced,1542806,4313444,2.795843417772552,0.5879165082219445,Good,85662,0.05552350716810798,Machinery Purchase,Semi-Annually,On-time,Yes,Moderate,No,5.77634950033192,54,HB-Apples/Mangoes/Oranges/Garlic,Yes,Seasonal,5,Decreasing,Good,Yes,Low,Mixed,181,No,Yes
68,Primary,No,47,Married,898604,1167392,1.2991172974970064,0.20882742502522064,Good,120392,0.13397670163943182,Farm Expansion,Semi-Annually,On-time,No,Moderate,No,6.124771375849562,23,HA - Tomatoes/Dry_Onions/Cabbages/Watermelon,Yes,No_Irrigation,11,Increasing,Moderate,Yes,Low,Organic,489,No,Yes
46,None,No,27,Single,686467,3856250,5.617531505520295,0.7126275148012312,Good,70988,0.10341065193228516,Debt_consolidation,Quarterly,On-time,Yes,Low,No,3.6757044634582625,78,NHA - DryMaize/Wheat/IrishPotatoes,Yes,No_Irrigation,64,Decreasing,Moderate,Yes,Low,Chemical,157,No,Yes
52,Higher Education,No,21,Divorced,1555094,2840898,1.82683361906097,0.35840733551575077,Good,92986,0.05979445615506201,Harvesting Costs,Quarterly,On-time,No,Moderate,No,4.496250500029303,48,NHA - DryMaize/Wheat/IrishPotatoes,Yes,No_Irrigation,19,Decreasing,Poor,Yes,Low,Organic,360,No,Yes
18,Secondary,Yes,39,Divorced,1718866,426860,0.24833814852350328,0.13867876773927007,Fair,108925,0.06337026853751253,Farm Expansion,Annually,On-time,No,Moderate,No,4.655120879433064,67,HB-Apples/Mangoes/Oranges/Garlic,No,Seasonal,73,Decreasing,Good,Yes,Low,Chemical,281,No,No
18,Higher Education,No,39,Widowed,1640172,2443498,1.4897815594949797,0.20448850342952035,Fair,183786,0.11205288225868994,Personal Use,Monthly,Delayed,No,Low,Yes,5.745520920001892,12,NHB - DryPeas/Rice,No,Seasonal,59,Decreasing,Moderate,No,High,Organic,219,Yes,Yes
54,Higher Education,No,11,Single,374134,1855143,4.958498826623616,0.19578646613132056,Good,176368,0.47140329400696007,Labor costs,Annually,On-time,No,Moderate,No,4.183567905507495,10,HA - Tomatoes/Dry_Onions/Cabbages/Watermelon,No,Seasonal,74,Stable,Poor,No,Low,Chemical,360,Yes,No
23,Secondary,Yes,22,Widowed,1804917,187520,0.10389397407193793,0.38483912684188193,Good,158957,0.08806886964885366,Farm Inputs,Monthly,On-time,Yes,Moderate,No,4.213167685678664,41,Livestock- Dairy/Poultry,No,No_Irrigation,14,Increasing,Good,Yes,Low,Chemical,331,Yes,Yes
56,None,Yes,30,Divorced,881803,97042,0.11004952353303402,0.32188131479120563,Fair,102670,0.11643190145644776,Harvesting Costs,Annually,On-time,No,Moderate,Yes,4.423556618563472,55,NHA - DryMaize/Wheat/IrishPotatoes,No,No_Irrigation,13,Stable,Good,No,Medium,Chemical,415,No,Yes
58,Secondary,Yes,17,Widowed,685525,1124790,1.640771671346778,0.6065048118682653,Fair,73614,0.1073833922905802,Machinery Purchase,Monthly,On-time,No,Low,No,6.241208326172929,52,NHA - DryMaize/Wheat/IrishPotatoes,No,No_Irrigation,30,Decreasing,Good,No,High,Chemical,440,No,Yes
35,Higher Education,No,6,Single,1035353,3334226,3.220376045657858,0.9157188046307927,Fair,9804,0.009469234164579617,Labor costs,Annually,On-time,Yes,Low,No,5.310360360173394,48,Others,No,Seasonal,79,Decreasing,Poor,Yes,Low,Mixed,121,Yes,No
33,Secondary,Yes,7,Single,1976180,1896644,0.9597526541104555,0.6220962218766972,Good,87465,0.04425963221973707,Farm Expansion,Quarterly,On-time,No,High,Yes,3.301109119330938,5,HA - Tomatoes/Dry_Onions/Cabbages/Watermelon,No,Seasonal,78,Decreasing,Moderate,Yes,Low,Organic,282,Yes,No
22,Secondary,Yes,18,Divorced,326086,2636345,8.08481504879081,0.6381430573892218,Good,125533,0.38496899590905465,Farm Expansion,Monthly,On-time,No,Moderate,Yes,3.3129843987618752,11,Livestock- Dairy/Poultry,Yes,Seasonal,10,Increasing,Good,Yes,Low,Chemical,497,Yes,Yes
59,Primary,No,28,Single,1133149,1865385,1.6461956900637074,0.3142391712746622,Good,99875,0.0881393356037026,Farm Inputs,Semi-Annually,On-time,No,Low,No,4.485147777129997,7,Livestock- Dairy/Poultry,Yes,Seasonal,47,Increasing,Moderate,Yes,Low,Chemical,399,Yes,Yes
60,Primary,Yes,43,Divorced,409253,3720628,9.091266282715093,0.6227985467330174,Good,152204,0.371906864457927,Farm Expansion,Monthly,On-time,No,Moderate,No,6.066364202424634,45,HB-Apples/Mangoes/Oranges/Garlic,Yes,No_Irrigation,61,Stable,Good,No,High,Organic,304,Yes,Yes
49,Higher Education,Yes,19,Widowed,851211,775082,0.910563890739194,0.231283138655169,Good,182125,0.2139598759884447,Debt_consolidation,Annually,On-time,No,Low,No,5.754733705914722,73,NHB - DryPeas/Rice,No,No_Irrigation,77,Decreasing,Moderate,Yes,Medium,Chemical,88,No,No
19,Higher Education,No,49,Divorced,1083823,4335508,4.000199294534255,0.4020678810494943,Fair,117997,0.10887109795603156,Machinery Purchase,Quarterly,On-time,Yes,Low,Yes,5.831929418604746,9,Others,Yes,No_Irrigation,30,Increasing,Moderate,Yes,Medium,Chemical,313,Yes,Yes
19,None,Yes,41,Divorced,1373537,92506,0.06734874997906865,0.6629751739564396,Good,176779,0.12870348596361073,Machinery Purchase,Monthly,On-time,Yes,Low,No,6.068840264216387,73,Others,No,No_Irrigation,76,Decreasing,Moderate,No,Low,Organic,420,Yes,No
57,Higher Education,Yes,29,Widowed,1307443,4592476,3.5125630715832354,0.42517511343074466,Good,23616,0.01806273772546872,Labor costs,Semi-Annually,On-time,No,High,Yes,4.1486108515453175,19,HB-Apples/Mangoes/Oranges/Garlic,No,Seasonal,25,Stable,Moderate,No,Medium,Mixed,477,Yes,Yes
59,None,Yes,46,Single,1083389,224305,0.20704013055329157,0.9198945889075016,Fair,82841,0.07646468627612057,Harvesting Costs,Semi-Annually,On-time,No,Moderate,No,5.193025127768352,3,HA - Tomatoes/Dry_Onions/Cabbages/Watermelon,Yes,No_Irrigation,60,Stable,Moderate,Yes,Medium,Mixed,457,Yes,Yes
53,None,Yes,21,Single,844803,1912053,2.2633122751694774,0.8906433614764657,Fair,39607,0.046883119496498,Labor costs,Semi-Annually,Delayed,Yes,Low,No,5.173410561267078,70,HC-Kales/Grapes,Yes,Seasonal,73,Increasing,Moderate,No,Medium,Chemical,266,Yes,No
56,Secondary,No,9,Single,1368074,3871735,2.830062555095704,0.4907400187399228,Good,98620,0.07208674384572765,Labor costs,Quarterly,On-time,Yes,Moderate,No,5.9585300047197975,94,HB-Apples/Mangoes/Oranges/Garlic,Yes,Seasonal,16,Stable,Good,Yes,Medium,Mixed,335,No,No
29,Secondary,No,25,Married,106648,1238768,11.615482709474158,0.5658508900923332,Good,154970,1.4530980421573776,Farm Expansion,Semi-Annually,On-time,No,Low,No,6.827482276422586,30,HC-Kales/Grapes,No,No_Irrigation,55,Increasing,Moderate,No,Medium,Mixed,357,Yes,Yes
64,Higher Education,No,32,Divorced,590350,2992330,5.068738883713052,0.5272011892271016,Fair,10481,0.017753874820022022,Harvesting Costs,Monthly,On-time,No,Moderate,Yes,4.111959779181864,28,Others,Yes,Seasonal,33,Decreasing,Good,Yes,High,Chemical,451,Yes,Yes
36,Primary,No,27,Single,1297449,2125937,1.6385514960510972,0.26592633624297024,Good,172140,0.1326757352312114,Personal Use,Annually,On-time,No,Moderate,No,6.173126691028193,18,HA - Tomatoes/Dry_Onions/Cabbages/Watermelon,No,No_Irrigation,81,Increasing,Good,Yes,High,Chemical,234,No,No
45,Primary,No,9,Married,485157,4956201,10.215664207668858,0.4912845798451909,Good,196505,0.4050338344082431,Labor costs,Annually,On-time,No,Low,No,5.639882194093049,59,Livestock- Dairy/Poultry,No,Seasonal,12,Stable,Good,No,High,Mixed,349,Yes,No
18,None,Yes,28,Divorced,1081533,773250,0.7149573799412501,0.26879674200210024,Fair,76358,0.07060163675079725,Machinery Purchase,Monthly,On-time,Yes,Moderate,Yes,5.3209514834538405,12,HC-Kales/Grapes,Yes,No_Irrigation,16,Decreasing,Moderate,Yes,Medium,Chemical,467,Yes,Yes
32,Higher Education,Yes,43,Widowed,1567733,1622050,1.0346468435632854,0.7436870506111228,Good,119146,0.07599891052876989,Debt_consolidation,Annually,Delayed,No,High,Yes,6.099519117389608,50,NHA - DryMaize/Wheat/IrishPotatoes,No,No_Irrigation,26,Stable,Poor,Yes,High,Chemical,354,Yes,No
53,None,Yes,17,Divorced,48870,508396,10.403028442807448,0.5707057503909001,Poor,123707,2.5313484755473707,Debt_consolidation,Semi-Annually,Delayed,Yes,High,No,6.776129865712397,73,HC-Kales/Grapes,Yes,No_Irrigation,22,Decreasing,Good,Yes,Medium,Mixed,256,No,No
30,Secondary,Yes,41,Divorced,1542304,1624472,1.0532761375189328,0.3885087951881142,Fair,185195,0.12007684606925742,Machinery Purchase,Quarterly,On-time,No,Moderate,No,3.146765671477652,89,NHB - DryPeas/Rice,Yes,No_Irrigation,23,Decreasing,Poor,Yes,Medium,Organic,412,No,No
60,Higher Education,Yes,0,Widowed,396030,80105,0.20227003004822866,0.10278958697594814,Good,152117,0.38410473953993385,Machinery Purchase,Annually,Delayed,Yes,Moderate,No,3.5896004100528827,4,NHB - DryPeas/Rice,No,Seasonal,82,Decreasing,Moderate,Yes,High,Mixed,476,Yes,No
38,Higher Education,Yes,22,Married,1651591,1896506,1.1482903454911053,0.637572645571709,Fair,2291,0.0013871473022073868,Personal Use,Semi-Annually,On-time,No,Low,No,6.025148926004463,12,Others,No,Seasonal,93,Decreasing,Good,No,Low,Mixed,258,No,No
29,Primary,No,16,Single,314805,1475692,4.687638379314179,0.6841705012352813,Good,189813,0.6029542097488921,Harvesting Costs,Annually,On-time,No,Low,No,3.335165411640338,58,HA - Tomatoes/Dry_Onions/Cabbages/Watermelon,Yes,No_Irrigation,92,Stable,Good,No,Medium,Mixed,289,Yes,No
22,Higher Education,Yes,42,Single,1623695,4911586,3.024943724036842,0.10467066453080051,Fair,36300,0.022356415459800025,Farm Expansion,Monthly,On-time,No,Moderate,Yes,5.064494802964372,51,NHB - DryPeas/Rice,No,Seasonal,73,Increasing,Good,Yes,Medium,Chemical,179,Yes,No
24,Primary,No,36,Single,662673,2605587,3.9319347551507304,0.9731996235042254,Fair,166969,0.25196288365453245,Machinery Purchase,Monthly,On-time,No,Moderate,No,3.879443106566428,16,Livestock- Dairy/Poultry,Yes,Seasonal,92,Decreasing,Good,No,High,Mixed,412,No,Yes
